,SOQL Query
5402,"SELECT BillingCountry,Name FROM Account GROUP BY BillingCountry"
5403,"SELECT IsPersonAccount,Id FROM Contact GROUP BY Department"
5404,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5405,"SELECT AccountId,LeadSource FROM Contact GROUP BY Department"
5406,"SELECT IsClosed,Description FROM Opportunity ORDER BY LeadSource DESC"
5407,"SELECT Url,DeveloperName,Url FROM Document"
5408,"SELECT MobilePhone,State FROM Lead ORDER BY Rating"
5409,"SELECT Department,UserType FROM User ORDER BY Name NULLS LAST"
5410,"SELECT AnnualRevenue,Id FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5411,"SELECT Company,Id FROM Lead ORDER BY FirstName"
5412,"SELECT ContactId,HasOpenActivity FROM Opportunity ORDER BY Name DESC NULLS LAST"
5413,"SELECT LeadSource,Id FROM Lead ORDER BY Rating DESC"
5414,SELECT Id FROM Case
5415,"SELECT IsPersonAccount,Industry FROM Account ORDER BY Name"
5416,"SELECT Email,MiddleName FROM Contact ORDER BY LastName NULLS LAST"
5417,"SELECT State,MobilePhone FROM Lead ORDER BY Rating DESC NULLS LAST"
5418,"SELECT Id,Quantity FROM Asset ORDER BY Quantity DESC"
5419,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY Name NULLS LAST"
5420,"SELECT IsPersonAccount,BillingCity FROM Account GROUP BY BillingCountry"
5421,"SELECT OrderedDate,Status FROM Order ORDER BY TotalAmount DESC NULLS LAST"
5422,"SELECT MiddleName,AccountId FROM Contact ORDER BY LastName"
5423,"SELECT SerialNumber,Status FROM Asset ORDER BY Name"
5424,"SELECT BillingState,AccountId FROM Order ORDER BY TotalAmount"
5425,"SELECT Url,Keywords FROM Document ORDER BY Name DESC NULLS LAST"
5426,"SELECT Department,LeadSource FROM Contact ORDER BY Department"
5427,"SELECT Status,Description FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
5428,"SELECT AccountId,OrderedDate FROM Order GROUP BY BillingState"
5429,SELECT ContactId FROM Asset
5430,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY GrandTotalAmount DESC"
5431,"SELECT Status,Company FROM Lead ORDER BY FirstName DESC"
5432,SELECT org62_Chatter_Link__c FROM User GROUP BY Business_Unit__c
5433,"SELECT Status,Company FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
5434,"SELECT ContactEmail,Origin FROM Case ORDER BY ClosedDate NULLS LAST"
5435,"SELECT Id,FirstName FROM Contact ORDER BY LastName"
5436,"SELECT AnnualRevenue,Id FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5437,"SELECT OrderedDate,Status FROM Order ORDER BY Name DESC NULLS LAST"
5438,"SELECT Website,Name FROM Account GROUP BY BillingState"
5439,"SELECT Description,AssetLevel FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5440,"SELECT ShippingCountry,ShippingCity FROM Order GROUP BY BillingCountry"
5441,"SELECT AccountId,EmployeeNumber FROM User ORDER BY Department"
5442,"SELECT AccountId,NextStep FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5443,"SELECT Type,FiscalYear FROM Opportunity ORDER BY Name"
5444,"SELECT State,UserType FROM User GROUP BY Country"
5445,"SELECT FirstName,Rating FROM Lead ORDER BY FirstName DESC"
5446,"SELECT Email,Region__c FROM User ORDER BY LastName DESC"
5447,"SELECT FirstName,Rating FROM Lead ORDER BY Rating DESC"
5448,"SELECT BillingCountry,BillingCity FROM Order GROUP BY Status"
5449,"SELECT ShippingCity,Type FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
5450,"SELECT Email,Region__c FROM User ORDER BY LastName NULLS LAST"
5451,"SELECT Email,Division FROM User ORDER BY LastName"
5452,"SELECT AccountId,Id FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5453,"SELECT BillingCountry,Name FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5454,"SELECT BillingStreet,Website FROM Account GROUP BY Type"
5455,"SELECT LastName,Email FROM Lead ORDER BY LeadSource DESC NULLS LAST"
5456,"SELECT Email,MiddleName FROM Contact ORDER BY Department DESC"
5457,"SELECT BillingPostalCode,BillingStreet FROM Account ORDER BY NumberOfEmployees"
5458,SELECT LeadSource FROM Opportunity
5459,"SELECT org62_Chatter_Link__c,Country FROM User ORDER BY FirstName DESC NULLS LAST"
5460,"SELECT ContentType,Description,ContentType FROM Document"
5461,"SELECT Type,ClosedDate FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5462,"SELECT BillingCity,Name FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5463,"SELECT EndDate,Description FROM Order ORDER BY Name NULLS LAST"
5464,"SELECT Business_Unit__c,Username FROM User GROUP BY JobFamily__c"
5465,"SELECT Company,MobilePhone FROM Lead ORDER BY LastName DESC NULLS LAST"
5466,SELECT BillingPostalCode FROM Account
5467,"SELECT Status,Country FROM Lead ORDER BY NumberOfEmployees"
5468,"SELECT Status,AccountId FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
5469,SELECT NumberOfEmployees FROM Account GROUP BY BillingState
5470,"SELECT Quantity,Status FROM Asset ORDER BY Quantity DESC"
5471,"SELECT Company,Id FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
5472,"SELECT Description,EndDate FROM Order ORDER BY GrandTotalAmount"
5473,"SELECT Rating,LeadSource,Rating FROM Lead"
5474,"SELECT FirstName,LastName,FirstName FROM Lead"
5475,"SELECT Name,OrderedDate FROM Order GROUP BY Type"
5476,"SELECT Department,AccountId FROM Contact ORDER BY LastName DESC NULLS LAST"
5477,SELECT AccountId FROM Asset
5478,"SELECT Body,IsPublic FROM Document ORDER BY Name DESC NULLS LAST"
5479,"SELECT IsConverted,NumberOfEmployees FROM Lead"
5480,"SELECT Business_Unit__c,Email FROM User ORDER BY FirstName NULLS LAST"
5481,"SELECT LastName,Name FROM Contact ORDER BY LeadSource"
5482,"SELECT UserRoleId,MiddleName FROM User ORDER BY FirstName DESC"
5483,"SELECT Price,SerialNumber FROM Asset ORDER BY Price NULLS LAST"
5484,"SELECT LeadSource,OwnerId FROM Opportunity ORDER BY Name NULLS LAST"
5485,"SELECT Description,EndDate FROM Order ORDER BY OrderedDate DESC"
5486,SELECT Id FROM Order GROUP BY BillingCountry
5487,"SELECT IsConverted,FirstName FROM Lead ORDER BY LeadSource NULLS LAST"
5488,"SELECT ContactId,SerialNumber FROM Asset ORDER BY Price NULLS LAST"
5489,"SELECT Name,MiddleName FROM Lead ORDER BY LastName"
5490,"SELECT Ownership,Name FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5491,"SELECT AccountId,AboutMe FROM User ORDER BY Name DESC NULLS LAST"
5492,"SELECT JobProfile__c,CompanyName FROM User ORDER BY LastName NULLS LAST"
5493,"SELECT Description,SerialNumber FROM Asset GROUP BY Status"
5494,"SELECT Rating,Country FROM Lead GROUP BY IsConverted"
5495,"SELECT Email,Business_Unit__c FROM User"
5496,"SELECT MobilePhone,State FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
5497,"SELECT Name,Phone FROM Contact ORDER BY LastName"
5498,"SELECT HasOpenActivity,IsClosed,HasOpenActivity FROM Opportunity"
5499,"SELECT Type,AnnualRevenue FROM Account ORDER BY AnnualRevenue NULLS LAST"
5500,"SELECT Email,Company FROM Lead ORDER BY Rating"
5501,"SELECT BillingCountry,AccountId FROM Order ORDER BY OrderedDate"
5502,"SELECT Price,Name FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
5503,"SELECT Country,MiddleName FROM Lead ORDER BY Name DESC NULLS LAST"
5504,"SELECT ShippingCountry,BillingState FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
5505,"SELECT AnnualRevenue,Id FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5506,"SELECT IsPersonAccount,Industry FROM Account"
5507,"SELECT Type,Website FROM Account"
5508,"SELECT Company,MobilePhone FROM Lead GROUP BY State"
5509,"SELECT Description,Price FROM Asset ORDER BY Quantity DESC"
5510,"SELECT ContactId,Id FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5511,SELECT JobFamily__c FROM User GROUP BY Department
5512,"SELECT SerialNumber,Status FROM Asset ORDER BY Price"
5513,"SELECT Status,Company FROM Lead ORDER BY LastName"
5514,SELECT MiddleName FROM Contact
5515,"SELECT Id,AccountId FROM Order"
5516,"SELECT State,Rating FROM Lead ORDER BY AnnualRevenue NULLS LAST"
5517,"SELECT Description,FirstName FROM Contact ORDER BY FirstName DESC"
5518,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Probability NULLS LAST"
5519,"SELECT AccountId,GrandTotalAmount FROM Order GROUP BY BillingCountry"
5520,"SELECT Id,ContentType FROM Document ORDER BY Name"
5521,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY TotalAmount DESC"
5522,"SELECT AnnualRevenue,Company FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5523,"SELECT Id,Quantity FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5524,"SELECT AccountId,GrandTotalAmount FROM Order ORDER BY Name NULLS LAST"
5525,"SELECT Name,LastName FROM Contact ORDER BY LeadSource"
5526,"SELECT LastName,Department FROM Contact ORDER BY Name DESC NULLS LAST"
5527,"SELECT AccountId,Id FROM Opportunity ORDER BY Probability DESC"
5528,SELECT EmployeeNumber FROM User GROUP BY Department
5529,"SELECT AccountId,Amount FROM Opportunity ORDER BY Amount"
5530,"SELECT AccountId,Probability FROM Opportunity ORDER BY Probability NULLS LAST"
5531,SELECT ContactId FROM Asset GROUP BY Status
5532,"SELECT AccountId,GrandTotalAmount FROM Order ORDER BY OrderedDate DESC NULLS LAST"
5533,SELECT Email FROM User
5534,"SELECT MiddleName,LastName FROM Lead ORDER BY FirstName DESC"
5535,"SELECT Description,OwnerId FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
5536,"SELECT CompanyName,Region__c FROM User ORDER BY LastName"
5537,"SELECT DeveloperName,Keywords,DeveloperName FROM Document"
5538,"SELECT Ownership,AccountNumber FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5539,"SELECT Status,CaseNumber FROM Case GROUP BY Type"
5540,"SELECT Status,City FROM Lead ORDER BY NumberOfEmployees DESC"
5541,"SELECT OrderedDate,TotalAmount,OrderedDate FROM Order"
5542,"SELECT Phone,Website FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5543,"SELECT Status,Description FROM Asset GROUP BY Status"
5544,"SELECT OrderedDate,Status FROM Order ORDER BY TotalAmount DESC"
5545,"SELECT LastName,Username FROM User ORDER BY FirstName"
5546,"SELECT Probability,LeadSource FROM Opportunity ORDER BY Name NULLS LAST"
5547,"SELECT AboutMe,FirstName FROM User GROUP BY Division"
5548,"SELECT Id,Rating FROM Lead ORDER BY LastName NULLS LAST"
5549,"SELECT Name,AccountId FROM Asset ORDER BY Quantity"
5550,"SELECT ShippingCountry,BillingState FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5551,"SELECT Quantity,Status FROM Asset ORDER BY SerialNumber DESC"
5552,"SELECT ShippingCity,EndDate FROM Order GROUP BY Type"
5553,"SELECT IsPublic,Keywords FROM Document GROUP BY Type"
5554,"SELECT Id,Author.Name FROM Document GROUP BY Type"
5555,"SELECT Name,FirstName FROM User GROUP BY Department"
5556,"SELECT DeveloperName,Author.Name FROM Document GROUP BY Type"
5557,"SELECT LeadSource,Name FROM Opportunity ORDER BY Amount DESC NULLS LAST"
5558,"SELECT Id,Status FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5559,"SELECT Department,Phone FROM Contact ORDER BY LastName"
5560,"SELECT ContactId,Id FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
5561,SELECT OwnerId FROM Order GROUP BY BillingCity
5562,"SELECT MobilePhone,Email FROM Lead ORDER BY Name NULLS LAST"
5563,"SELECT BillingCountry,Name FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5564,"SELECT Id,Name FROM Lead ORDER BY LastName"
5565,"SELECT Status,Company FROM Lead ORDER BY AnnualRevenue DESC"
5566,"SELECT State,MiddleName FROM User GROUP BY JobProfile__c"
5567,"SELECT OwnerId,Amount FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
5568,"SELECT Email,UserType FROM User ORDER BY LastName NULLS LAST"
5569,"SELECT Website,BillingState,Website FROM Account"
5570,"SELECT Name,SerialNumber FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
5571,"SELECT Description,OwnerId FROM Case GROUP BY Type"
5572,"SELECT LastName,Status FROM Lead ORDER BY Name"
5573,"SELECT Id,ClosedDate FROM Case ORDER BY ClosedDate NULLS LAST"
5574,"SELECT LastName,MiddleName FROM Lead ORDER BY FirstName"
5575,"SELECT LastName,LeadSource FROM Contact ORDER BY Department"
5576,"SELECT AnnualRevenue,Description FROM Lead ORDER BY Rating DESC NULLS LAST"
5577,"SELECT JobProfile__c,Title FROM User ORDER BY FirstName DESC NULLS LAST"
5578,"SELECT Probability,AccountId FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
5579,"SELECT AuthorId,Description FROM Document GROUP BY Type"
5580,"SELECT SerialNumber,Status FROM Asset ORDER BY Name DESC"
5581,"SELECT BillingState,AccountId FROM Order"
5582,"SELECT State,Rating FROM Lead ORDER BY Rating"
5583,"SELECT AccountId,EmployeeNumber FROM User GROUP BY JobProfile__c"
5584,"SELECT Id,Name FROM Lead ORDER BY LastName NULLS LAST"
5585,"SELECT Description,Keywords FROM Document ORDER BY Name NULLS LAST"
5586,"SELECT AccountId,Name FROM Contact ORDER BY LeadSource NULLS LAST"
5587,"SELECT AccountId,LeadSource FROM Contact ORDER BY Name DESC NULLS LAST"
5588,"SELECT Status,City FROM Lead ORDER BY Rating"
5589,"SELECT LeadSource,Name FROM Opportunity ORDER BY Amount DESC"
5590,"SELECT IsPublic,Keywords FROM Document ORDER BY Name NULLS LAST"
5591,"SELECT Country,Business_Unit__c FROM User GROUP BY Department"
5592,"SELECT Description,Status FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5593,"SELECT AccountId,UserRoleId FROM User GROUP BY Business_Unit__c"
5594,"SELECT Id,Company FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5595,"SELECT Name,ShippingCity FROM Order ORDER BY TotalAmount DESC"
5596,"SELECT AccountId,ShippingCity FROM Order ORDER BY OrderedDate DESC"
5597,"SELECT LastName,Rating FROM Lead GROUP BY Status"
5598,"SELECT Probability,FiscalYear FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
5599,"SELECT Type,OwnerId FROM Order"
5600,"SELECT IsConverted,NumberOfEmployees FROM Lead GROUP BY City"
5601,"SELECT BillingCountry,OwnerId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5602,"SELECT Status,City FROM Lead ORDER BY FirstName"
5603,"SELECT BillingStreet,Type FROM Account GROUP BY BillingCountry"
5604,"SELECT BillingPostalCode,BillingStreet FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5605,"SELECT BillingCountry,NumberOfEmployees FROM Account ORDER BY NumberOfEmployees"
5606,"SELECT Id,Name FROM User ORDER BY Department"
5607,"SELECT AccountId,ShippingCountry FROM Order ORDER BY OrderedDate DESC"
5608,"SELECT Status,BillingCountry FROM Order ORDER BY TotalAmount DESC NULLS LAST"
5609,"SELECT Email,Rating FROM Lead ORDER BY Name NULLS LAST"
5610,"SELECT FirstName,Department FROM Contact ORDER BY FirstName NULLS LAST"
5611,"SELECT Price,Name FROM Asset ORDER BY Price DESC NULLS LAST"
5612,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY FirstName"
5613,"SELECT BillingStreet,Industry FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5614,"SELECT Status,Country FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5615,"SELECT IsPersonAccount,BillingPostalCode FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5616,"SELECT Body,Url FROM Document GROUP BY Type"
5617,"SELECT Rating,FirstName FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
5618,"SELECT AccountId,Status,AccountId FROM Asset"
5619,"SELECT Description,EndDate FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
5620,"SELECT Url,Author.Name FROM Document GROUP BY Type"
5621,"SELECT Department,UserType FROM User GROUP BY State"
5622,"SELECT IsConverted,NumberOfEmployees FROM Lead GROUP BY Rating"
5623,"SELECT Division,MiddleName FROM User ORDER BY LastName DESC NULLS LAST"
5624,"SELECT City,MiddleName FROM User GROUP BY City"
5625,"SELECT NumberOfEmployees,BillingState FROM Account GROUP BY BillingCity"
5626,"SELECT AccountId,Status FROM Asset ORDER BY Price DESC NULLS LAST"
5627,"SELECT BillingCountry,Name FROM Order ORDER BY TotalAmount"
5628,"SELECT AccountId,ShippingCity FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
5629,"SELECT Probability,StageName FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
5630,"SELECT Name,IsClosed FROM Opportunity ORDER BY Name DESC"
5631,"SELECT Name,Type FROM Opportunity ORDER BY Name DESC NULLS LAST"
5632,"SELECT FirstName,Rating FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5633,"SELECT Phone,Name FROM Contact ORDER BY LeadSource"
5634,"SELECT Id,Name FROM Lead ORDER BY LeadSource"
5635,"SELECT Id,Description FROM Contact ORDER BY LeadSource"
5636,"SELECT AccountId,Id FROM Asset ORDER BY Name NULLS LAST"
5637,"SELECT AccountId,GrandTotalAmount FROM Order ORDER BY Name DESC NULLS LAST"
5638,SELECT FirstName FROM Lead GROUP BY State
5639,"SELECT Keywords,ContentType FROM Document ORDER BY Name NULLS LAST"
5640,"SELECT Amount,LeadSource FROM Opportunity ORDER BY LeadSource NULLS LAST"
5641,"SELECT MiddleName,State FROM Lead ORDER BY LastName"
5642,"SELECT Business_Unit__c,Username FROM User ORDER BY Name"
5643,"SELECT Department,Email FROM Contact ORDER BY Department NULLS LAST"
5644,"SELECT City,MiddleName FROM User GROUP BY Division"
5645,"SELECT AnnualRevenue,Description FROM Lead GROUP BY Status"
5646,"SELECT Name,OrderedDate FROM Order ORDER BY TotalAmount"
5647,"SELECT Price,Quantity FROM Asset ORDER BY Name DESC NULLS LAST"
5648,"SELECT LeadSource,AccountId FROM Contact ORDER BY Department DESC NULLS LAST"
5649,"SELECT Name,FirstName FROM User"
5650,"SELECT Price,SerialNumber FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5651,"SELECT IsPublic,Type FROM Document ORDER BY Name DESC NULLS LAST"
5652,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY LeadSource DESC NULLS LAST"
5653,"SELECT IsClosed,Type FROM Case GROUP BY Status"
5654,"SELECT BillingState,AccountId FROM Order ORDER BY OrderedDate NULLS LAST"
5655,"SELECT Name,AccountId FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
5656,SELECT Probability FROM Opportunity GROUP BY Type
5657,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY OrderedDate DESC"
5658,"SELECT ShippingCity,EndDate,ShippingCity FROM Order"
5659,"SELECT Email,NumberOfEmployees FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
5660,"SELECT LeadSource,Id FROM Lead ORDER BY AnnualRevenue"
5661,"SELECT Probability,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
5662,"SELECT BillingState,BillingStreet FROM Account GROUP BY Type"
5663,"SELECT Status,LeadSource,Status FROM Lead"
5664,"SELECT Rating,Country FROM Lead ORDER BY FirstName DESC NULLS LAST"
5665,"SELECT BillingStreet,Website FROM Account ORDER BY NumberOfEmployees DESC"
5666,"SELECT BillingStreet,Industry FROM Account GROUP BY BillingCountry"
5667,"SELECT Country,Business_Unit__c FROM User GROUP BY Business_Unit__c"
5668,"SELECT FiscalYear,Probability FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
5669,"SELECT CaseNumber,Type FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5670,"SELECT Division,MiddleName FROM User GROUP BY Business_Unit__c"
5671,"SELECT Email,Business_Unit__c FROM User ORDER BY Name NULLS LAST"
5672,"SELECT org62_Chatter_Link__c,Country FROM User ORDER BY Name NULLS LAST"
5673,SELECT ContactPhone FROM Case GROUP BY Type
5674,"SELECT JobProfile__c,Title FROM User ORDER BY Department DESC NULLS LAST"
5675,"SELECT ContactPhone,ClosedDate FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5676,"SELECT ShippingCity,EndDate FROM Order ORDER BY GrandTotalAmount"
5677,"SELECT Price,Name FROM Asset ORDER BY Quantity DESC"
5678,SELECT LeadSource FROM Opportunity GROUP BY Type
5679,"SELECT LastName,Name FROM Contact ORDER BY FirstName DESC NULLS LAST"
5680,"SELECT Business_Unit__c,Email FROM User ORDER BY Department DESC NULLS LAST"
5681,"SELECT Name,DeveloperName,Name FROM Document"
5682,"SELECT AccountId,Description FROM Contact ORDER BY Name NULLS LAST"
5683,"SELECT AboutMe,Division FROM User ORDER BY LastName DESC NULLS LAST"
