,SOQL Query
5823,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5824,"SELECT CompanyName,JobProfile__c FROM User GROUP BY JobProfile__c"
5825,"SELECT Name,Body,Name FROM Document"
5826,"SELECT Department,AccountId FROM Contact"
5827,"SELECT FirstName,MobilePhone FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5828,"SELECT Name,ShippingCountry FROM Order GROUP BY Status"
5829,"SELECT TotalAmount,OwnerId,TotalAmount FROM Order"
5830,"SELECT ShippingState,BillingCountry FROM Order GROUP BY BillingCountry"
5831,"SELECT Type,BillingPostalCode FROM Account ORDER BY NumberOfEmployees DESC"
5832,"SELECT Business_Unit__c,Email FROM User ORDER BY Name NULLS LAST"
5833,"SELECT Description,Status FROM Asset ORDER BY Quantity DESC"
5834,"SELECT OwnerId,Id FROM Order ORDER BY OrderedDate DESC"
5835,"SELECT Id,IsPersonAccount FROM Contact ORDER BY Name DESC NULLS LAST"
5836,"SELECT Id,Id FROM Lead ORDER BY AnnualRevenue DESC"
5837,"SELECT AccountId,OwnerId FROM Order ORDER BY OrderedDate DESC NULLS LAST"
5838,"SELECT LastName,CompanyName FROM User ORDER BY Department NULLS LAST"
5839,"SELECT Id,Description FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
5840,"SELECT Department,LeadSource FROM Contact ORDER BY Name DESC"
5841,"SELECT BillingCity,Description FROM Account GROUP BY BillingState"
5842,"SELECT Description,MobilePhone FROM Lead ORDER BY Rating DESC"
5843,"SELECT FiscalQuarter,OwnerId FROM Opportunity"
5844,"SELECT BillingStreet,BillingStreet FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5845,"SELECT Description,Amount FROM Opportunity ORDER BY Amount"
5846,"SELECT FirstName,Country FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5847,SELECT count(id) FROM User GROUP BY Department
5848,"SELECT ContactId,Type FROM Case GROUP BY Status"
5849,"SELECT Id,Description FROM Asset"
5850,"SELECT CompanyName,EmployeeNumber FROM User GROUP BY State"
5851,"SELECT Name,Id FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
5852,"SELECT Industry,Name FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5853,"SELECT Description,ContactId FROM Asset ORDER BY Name NULLS LAST"
5854,"SELECT IsPersonAccount,Name FROM Contact ORDER BY LastName NULLS LAST"
5855,"SELECT LastName,IsConverted FROM Lead ORDER BY LeadSource NULLS LAST"
5856,"SELECT Name,ContactId FROM Opportunity ORDER BY Probability NULLS LAST"
5857,"SELECT BillingState,Status FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
5858,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5859,"SELECT ShippingCountry,EndDate FROM Order ORDER BY TotalAmount DESC NULLS LAST"
5860,"SELECT GrandTotalAmount,EndDate FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
5861,"SELECT GrandTotalAmount,EndDate FROM Order ORDER BY OrderedDate DESC NULLS LAST"
5862,"SELECT GrandTotalAmount,EndDate FROM Order GROUP BY BillingState"
5863,"SELECT ContactId,SerialNumber FROM Asset GROUP BY AssetLevel"
5864,"SELECT Company,Status FROM Lead ORDER BY NumberOfEmployees"
5865,"SELECT Company,State FROM Lead ORDER BY NumberOfEmployees"
5866,"SELECT Name,Keywords FROM Document GROUP BY Type"
5867,"SELECT Id,MobilePhone FROM Lead ORDER BY AnnualRevenue NULLS LAST"
5868,"SELECT Company,Id FROM Lead ORDER BY LastName DESC NULLS LAST"
5869,"SELECT FirstName,IsPersonAccount FROM Contact ORDER BY LastName"
5870,"SELECT LeadSource,FirstName FROM Contact ORDER BY LeadSource"
5871,"SELECT UserType,CompanyName FROM User ORDER BY Name NULLS LAST"
5872,"SELECT Name,AnnualRevenue FROM Lead ORDER BY Rating"
5873,"SELECT Type,Name FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
5874,"SELECT Description,ContactId FROM Asset ORDER BY Price NULLS LAST"
5875,"SELECT LeadSource,IsPersonAccount FROM Contact ORDER BY Department DESC"
5876,"SELECT Id,ContentType FROM Document ORDER BY Name DESC NULLS LAST"
5877,"SELECT Email,LastName FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5878,"SELECT Id,MiddleName FROM Contact ORDER BY Name DESC"
5879,"SELECT Department,Email FROM Contact ORDER BY FirstName NULLS LAST"
5880,"SELECT StageName,FiscalYear FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
5881,"SELECT Id,AccountId FROM Asset ORDER BY Price DESC NULLS LAST"
5882,"SELECT Email,Email FROM Contact ORDER BY Department DESC"
5883,"SELECT Email,Department FROM Contact ORDER BY Name"
5884,"SELECT Id,Type FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5885,SELECT Email FROM User GROUP BY City
5886,"SELECT BillingCountry,OrderedDate,BillingCountry FROM Order"
5887,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY AnnualRevenue NULLS LAST"
5888,"SELECT OwnerId,ContactId FROM Opportunity"
5889,"SELECT ContactEmail,Status FROM Case GROUP BY Type"
5890,"SELECT IsPersonAccount,Email FROM Contact ORDER BY Department"
5891,"SELECT Status,BillingCountry FROM Order ORDER BY Name"
5892,"SELECT Id,State FROM Lead ORDER BY Name NULLS LAST"
5893,"SELECT Id,ContentType FROM Document GROUP BY Type"
5894,"SELECT IsPersonAccount,MiddleName FROM Contact ORDER BY FirstName DESC NULLS LAST"
5895,"SELECT NumberOfEmployees,BillingCountry FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5896,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY LeadSource DESC"
5897,"SELECT Department,LastName FROM User GROUP BY State"
5898,"SELECT MiddleName,Description FROM Lead ORDER BY FirstName NULLS LAST"
5899,"SELECT Rating,FirstName FROM Lead ORDER BY Rating DESC NULLS LAST"
5900,"SELECT ContactId,ContactId FROM Opportunity ORDER BY Probability DESC"
5901,"SELECT Description,Description FROM Order ORDER BY GrandTotalAmount"
5902,"SELECT Description,AccountId FROM Order ORDER BY OrderedDate"
5903,"SELECT Email,Rating FROM Lead ORDER BY FirstName NULLS LAST"
5904,"SELECT AccountId,OwnerId FROM Case ORDER BY ClosedDate NULLS LAST"
5905,"SELECT Id,OrderedDate FROM Order GROUP BY Status"
5906,"SELECT Email,Name FROM Contact ORDER BY LeadSource"
5907,SELECT BillingCountry FROM Order GROUP BY Status
5908,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY LastName DESC NULLS LAST"
5909,"SELECT AccountNumber,IsPersonAccount FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5910,"SELECT Department,Phone FROM Contact ORDER BY FirstName DESC"
5911,"SELECT UserRoleId,Department FROM User ORDER BY FirstName"
5912,"SELECT MiddleName,Email FROM Lead ORDER BY FirstName"
5913,"SELECT Description,OwnerId FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
5914,"SELECT Description,Id FROM Asset"
5915,"SELECT State,Phone,State FROM Lead"
5916,"SELECT Id,Id FROM Opportunity ORDER BY LeadSource"
5917,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY OrderedDate NULLS LAST"
5918,"SELECT Id,Amount FROM Opportunity ORDER BY LeadSource"
5919,"SELECT FirstName,Name FROM Contact ORDER BY FirstName NULLS LAST"
5920,"SELECT ShippingState,Description FROM Order ORDER BY OrderedDate NULLS LAST"
5921,"SELECT EndDate,Description FROM Order GROUP BY BillingCountry"
5922,"SELECT TotalAmount,TotalAmount,TotalAmount FROM Order"
5923,"SELECT MiddleName,Description FROM Lead GROUP BY Country"
5924,"SELECT Industry,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5925,"SELECT LastName,IsConverted FROM Lead GROUP BY IsConverted"
5926,"SELECT CaseNumber,CaseNumber FROM Case GROUP BY Type"
5927,"SELECT Id,AccountId FROM Asset ORDER BY Quantity DESC NULLS LAST"
5928,"SELECT IsPublic,IsPublic,IsPublic FROM Document"
5929,"SELECT Quantity,ContactId FROM Asset ORDER BY Name DESC"
5930,SELECT ManagerId FROM User GROUP BY Division
5931,SELECT Company FROM Lead GROUP BY Status
5932,"SELECT Id,Description FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5933,"SELECT Id,State FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5934,"SELECT LastName,IsConverted FROM Lead ORDER BY LastName DESC"
5935,"SELECT Rating,FirstName FROM Lead ORDER BY LastName DESC NULLS LAST"
5936,"SELECT Rating,FirstName FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
5937,"SELECT ContactId,Reason FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5938,"SELECT Description,Description FROM Asset ORDER BY Price NULLS LAST"
5939,"SELECT Ownership,AnnualRevenue FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5940,"SELECT Status,ContactId FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5941,"SELECT Website,BillingState FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5942,"SELECT AnnualRevenue,IsPersonAccount FROM Account"
5943,"SELECT Quantity,AccountId FROM Asset GROUP BY Status"
5944,"SELECT Author.Name,Author.Name,Author.Name FROM Document"
5945,"SELECT Id,Type FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
5946,"SELECT Price,Name FROM Asset ORDER BY SerialNumber DESC"
5947,"SELECT AnnualRevenue,Company FROM Lead"
5948,"SELECT Name,Keywords FROM Document ORDER BY Name"
5949,"SELECT BillingCity,BillingCity FROM Order ORDER BY Name NULLS LAST"
5950,"SELECT UserRoleId,Department FROM User ORDER BY Department DESC NULLS LAST"
5951,"SELECT AnnualRevenue,Company FROM Lead ORDER BY Name"
5952,"SELECT MiddleName,Email FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
5953,"SELECT Description,Id FROM Contact ORDER BY Department"
5954,"SELECT Description,MobilePhone FROM Lead ORDER BY NumberOfEmployees DESC"
5955,"SELECT Name,AccountId FROM Contact ORDER BY FirstName DESC NULLS LAST"
5956,"SELECT Rating,MiddleName FROM Lead ORDER BY AnnualRevenue NULLS LAST"
5957,"SELECT Id,OrderedDate FROM Order GROUP BY BillingCountry"
5958,"SELECT FirstName,Country FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5959,"SELECT Url,Keywords FROM Document GROUP BY Type"
5960,"SELECT LeadSource,Department FROM Contact ORDER BY Department DESC NULLS LAST"
5961,SELECT Division FROM User GROUP BY Country
5962,"SELECT Name,Industry FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5963,"SELECT AboutMe,UserRoleId FROM User ORDER BY Name NULLS LAST"
5964,"SELECT State,IsConverted FROM Lead ORDER BY Rating NULLS LAST"
5965,"SELECT ContactId,Price FROM Asset ORDER BY Quantity DESC NULLS LAST"
5966,"SELECT Company,State FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5967,"SELECT IsPersonAccount,LastName FROM Contact ORDER BY LastName NULLS LAST"
5968,"SELECT BillingPostalCode,AnnualRevenue FROM Account ORDER BY Name"
5969,"SELECT Status,ClosedDate FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5970,"SELECT AccountId,Name FROM Contact ORDER BY Department NULLS LAST"
5971,"SELECT org62_Chatter_Link__c,CompanyName FROM User ORDER BY FirstName NULLS LAST"
5972,"SELECT MiddleName,MobilePhone FROM Lead GROUP BY Status"
5973,"SELECT Rating,State FROM Lead ORDER BY Name"
5974,SELECT count(id) FROM Document
5975,"SELECT IsClosed,IsClosed FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
5976,"SELECT AccountId,LastName FROM Contact ORDER BY Department DESC NULLS LAST"
5977,SELECT Status FROM Asset
5978,"SELECT Description,LastName FROM Contact ORDER BY Name"
5979,"SELECT Name,AnnualRevenue FROM Lead ORDER BY Rating NULLS LAST"
5980,"SELECT IsConverted,LastName FROM Lead ORDER BY LastName NULLS LAST"
5981,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5982,"SELECT LastName,Email FROM Lead ORDER BY LeadSource"
5983,"SELECT Description,Name FROM Account GROUP BY BillingCountry"
5984,"SELECT Industry,AnnualRevenue FROM Account"
5985,"SELECT Description,MobilePhone FROM Lead ORDER BY FirstName NULLS LAST"
5986,"SELECT Status,SerialNumber FROM Asset ORDER BY Name NULLS LAST"
5987,"SELECT OwnerId,Comments FROM Case GROUP BY Type"
5988,"SELECT BillingCity,BillingCity FROM Order ORDER BY OrderedDate DESC NULLS LAST"
5989,"SELECT CompanyName,FirstName,CompanyName FROM User"
5990,"SELECT Description,MobilePhone FROM Lead ORDER BY Rating"
5991,"SELECT Division,State FROM User ORDER BY LastName DESC"
5992,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY NumberOfEmployees DESC"
5993,"SELECT Status,BillingCountry FROM Order ORDER BY Name NULLS LAST"
5994,"SELECT Username,EmployeeNumber FROM User GROUP BY Department"
5995,SELECT JobProfile__c FROM User
5996,"SELECT ContactId,Type FROM Case ORDER BY ClosedDate NULLS LAST"
5997,"SELECT Id,AnnualRevenue FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5998,"SELECT Country,AnnualRevenue,Country FROM Lead"
5999,"SELECT GrandTotalAmount,ShippingCountry FROM Order ORDER BY GrandTotalAmount NULLS LAST"
6000,"SELECT Email,AccountId,Email FROM Contact"
6001,"SELECT ContactId,SerialNumber FROM Asset GROUP BY Status"
6002,"SELECT AssetLevel,Description FROM Asset ORDER BY SerialNumber NULLS LAST"
6003,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY AnnualRevenue"
6004,"SELECT MiddleName,Description FROM Lead ORDER BY FirstName"
6005,"SELECT Department,EmployeeNumber FROM User GROUP BY Business_Unit__c"
6006,"SELECT LeadSource,Phone FROM Contact ORDER BY Name NULLS LAST"
6007,"SELECT Company,Name FROM Lead ORDER BY Rating"
6008,"SELECT ShippingCountry,EndDate FROM Order"
6009,"SELECT CompanyName,EmployeeNumber FROM User GROUP BY Business_Unit__c"
6010,"SELECT IsClosed,Type FROM Opportunity ORDER BY LeadSource"
6011,"SELECT AccountId,Origin,AccountId FROM Case"
6012,"SELECT org62_Chatter_Link__c,CompanyName FROM User ORDER BY Name DESC NULLS LAST"
6013,"SELECT Website,Phone FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
6014,"SELECT FirstName,MobilePhone FROM Lead ORDER BY Rating NULLS LAST"
6015,"SELECT MiddleName,Email FROM Lead ORDER BY Name DESC"
6016,"SELECT OrderedDate,Id FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
6017,"SELECT Name,AnnualRevenue FROM Lead ORDER BY FirstName NULLS LAST"
6018,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY FirstName DESC"
6019,"SELECT LastName,CompanyName FROM User GROUP BY JobProfile__c"
6020,"SELECT MiddleName,Email FROM Contact ORDER BY FirstName"
6021,"SELECT Id,Phone FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
6022,"SELECT FirstName,Company FROM Lead ORDER BY AnnualRevenue NULLS LAST"
6023,"SELECT ShippingCountry,Name FROM Order ORDER BY GrandTotalAmount DESC"
6024,"SELECT ShippingState,ShippingState FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
6025,"SELECT Name,AccountId FROM Contact ORDER BY LastName DESC"
6026,"SELECT BillingCity,BillingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST"
6027,"SELECT UserType,CompanyName FROM User ORDER BY Name DESC"
6028,"SELECT AuthorId,Url FROM Document GROUP BY Type"
6029,"SELECT FirstName,org62_Chatter_Link__c FROM User GROUP BY State"
6030,"SELECT Email,Rating FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
6031,"SELECT BillingState,AccountId FROM Order GROUP BY BillingCountry"
6032,"SELECT Id,Id FROM Lead"
6033,"SELECT Description,OwnerId FROM Case ORDER BY ClosedDate DESC NULLS LAST"
6034,"SELECT Name,Industry FROM Account GROUP BY Type"
6035,SELECT ShippingCity FROM Order
6036,SELECT Username FROM User GROUP BY JobProfile__c
6037,"SELECT Division,State FROM User ORDER BY FirstName DESC NULLS LAST"
6038,"SELECT Name,ShippingCountry FROM Order ORDER BY OrderedDate DESC"
6039,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Rating DESC"
6040,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Name NULLS LAST"
6041,"SELECT NumberOfEmployees,BillingState FROM Account ORDER BY Name NULLS LAST"
6042,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Probability NULLS LAST"
6043,SELECT Status FROM Lead GROUP BY Country
6044,"SELECT Email,LastName FROM Lead ORDER BY LeadSource DESC"
6045,"SELECT LeadSource,Phone FROM Contact ORDER BY LeadSource"
6046,"SELECT Rating,MiddleName FROM Lead ORDER BY Rating DESC NULLS LAST"
6047,"SELECT DeveloperName,Keywords FROM Document"
6048,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
6049,"SELECT StageName,Id FROM Opportunity ORDER BY Name"
6050,"SELECT ContactId,AccountId FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
6051,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY LastName DESC NULLS LAST"
6052,"SELECT Department,Department FROM Contact ORDER BY LastName NULLS LAST"
6053,"SELECT Rating,Status FROM Lead ORDER BY Rating"
6054,SELECT BillingState FROM Order GROUP BY Type
6055,"SELECT AnnualRevenue,Company FROM Lead ORDER BY FirstName DESC NULLS LAST"
6056,"SELECT BillingCountry,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
6057,"SELECT Quantity,AccountId FROM Asset ORDER BY Price"
6058,"SELECT AccountId,Price FROM Asset ORDER BY Price NULLS LAST"
6059,"SELECT AccountNumber,BillingPostalCode FROM Account GROUP BY Type"
6060,"SELECT ContactId,ContactId FROM Asset ORDER BY Price DESC NULLS LAST"
6061,SELECT OwnerId FROM Order GROUP BY Type
6062,"SELECT FirstName,Country FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
6063,"SELECT Name,TotalAmount FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
6064,"SELECT LastName,Email FROM Lead ORDER BY Name DESC"
6065,"SELECT Body,Url FROM Document GROUP BY Type"
6066,"SELECT MiddleName,MobilePhone FROM Lead GROUP BY State"
6067,"SELECT BillingCity,Phone FROM Account ORDER BY AnnualRevenue DESC"
6068,"SELECT Description,Reason FROM Case ORDER BY ClosedDate NULLS LAST"
6069,"SELECT Description,Type FROM Document ORDER BY Name DESC NULLS LAST"
6070,SELECT Name FROM Contact
6071,"SELECT Description,AssetLevel FROM Asset ORDER BY Name"
6072,"SELECT ShippingCity,BillingPhoneNumber FROM Order ORDER BY OrderedDate DESC NULLS LAST"
6073,"SELECT IsPersonAccount,Department FROM Contact ORDER BY Department DESC"
6074,"SELECT Id,MiddleName FROM Contact ORDER BY Department DESC NULLS LAST"
6075,"SELECT ShippingCity,BillingState FROM Order ORDER BY Name NULLS LAST"
6076,"SELECT Rating,State FROM Lead ORDER BY NumberOfEmployees"
6077,"SELECT MiddleName,IsConverted FROM Lead ORDER BY LeadSource"
6078,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY FirstName"
6079,"SELECT BillingCity,Description FROM Account ORDER BY AnnualRevenue"
6080,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
6081,"SELECT Price,Id FROM Asset ORDER BY Price"
6082,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY Rating"
6083,"SELECT MiddleName,Description FROM Lead ORDER BY Rating DESC NULLS LAST"
6084,"SELECT Description,MobilePhone FROM Lead ORDER BY Name DESC NULLS LAST"
6085,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Probability NULLS LAST"
6086,"SELECT State,Country FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
6087,"SELECT FirstName,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
6088,"SELECT Name,Name FROM Contact ORDER BY LastName"
6089,"SELECT AnnualRevenue,Industry FROM Account GROUP BY Type"
6090,"SELECT CompanyName,EmployeeNumber FROM User ORDER BY Department NULLS LAST"
6091,"SELECT Id,Type FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
6092,"SELECT Description,Description FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
6093,"SELECT Id,State FROM Lead ORDER BY LeadSource"
6094,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Name DESC"
6095,"SELECT HasOpenActivity,StageName FROM Opportunity GROUP BY Type"
6096,"SELECT AccountId,Quantity FROM Asset ORDER BY SerialNumber DESC"
6097,"SELECT Name,AccountId FROM Contact ORDER BY FirstName NULLS LAST"
6098,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
6099,"SELECT Type,LeadSource FROM Opportunity ORDER BY Amount DESC"
6100,"SELECT FirstName,Email FROM User GROUP BY State"
6101,"SELECT MiddleName,Email FROM Contact ORDER BY LastName DESC"
6102,"SELECT Id,OrderedDate FROM Order GROUP BY BillingCity"
6103,"SELECT BillingCity,BillingCity,BillingCity FROM Account"
6104,"SELECT Id,MobilePhone FROM Lead ORDER BY Rating DESC"
